http://berglandlab.uvadcos.io/dest_mapped/B/B.masked.sync.gz ,B,B.masked.sync.gz,China.Beijing.09/01/92
http://berglandlab.uvadcos.io/dest_mapped/B/B.masked.sync.gz.tbi ,B,B.masked.sync.gz.tbi,China.Beijing.09/01/92
http://berglandlab.uvadcos.io/dest_mapped/CO/CO.masked.sync.gz ,CO,CO.masked.sync.gz,Cameroon.Oku.04/01/04
http://berglandlab.uvadcos.io/dest_mapped/CO/CO.masked.sync.gz.tbi ,CO,CO.masked.sync.gz.tbi,Cameroon.Oku.04/01/04
http://berglandlab.uvadcos.io/dest_mapped/EA/EA.masked.sync.gz ,EA,EA.masked.sync.gz,Ethiopia.Gambella.12/01/11
http://berglandlab.uvadcos.io/dest_mapped/EA/EA.masked.sync.gz.tbi ,EA,EA.masked.sync.gz.tbi,Ethiopia.Gambella.12/01/11
http://berglandlab.uvadcos.io/dest_mapped/EB/EB.masked.sync.gz ,EB,EB.masked.sync.gz,Ethiopia.Bonga.12/01/11
http://berglandlab.uvadcos.io/dest_mapped/EB/EB.masked.sync.gz.tbi ,EB,EB.masked.sync.gz.tbi,Ethiopia.Bonga.12/01/11
http://berglandlab.uvadcos.io/dest_mapped/ED/ED.masked.sync.gz ,ED,ED.masked.sync.gz,Ethiopia.Dodola.12/01/08
http://berglandlab.uvadcos.io/dest_mapped/ED/ED.masked.sync.gz.tbi ,ED,ED.masked.sync.gz.tbi,Ethiopia.Dodola.12/01/08
http://berglandlab.uvadcos.io/dest_mapped/EF/EF.masked.sync.gz ,EF,EF.masked.sync.gz,Ethiopia.Fiche.12/01/11
http://berglandlab.uvadcos.io/dest_mapped/EF/EF.masked.sync.gz.tbi ,EF,EF.masked.sync.gz.tbi,Ethiopia.Fiche.12/01/11
http://berglandlab.uvadcos.io/dest_mapped/EG/EG.masked.sync.gz ,EG,EG.masked.sync.gz,Egypt.Cairo.01/01/11
http://berglandlab.uvadcos.io/dest_mapped/EG/EG.masked.sync.gz.tbi ,EG,EG.masked.sync.gz.tbi,Egypt.Cairo.01/01/11
http://berglandlab.uvadcos.io/dest_mapped/ER/ER.masked.sync.gz ,ER,ER.masked.sync.gz,Ethiopia.Debre Birhan.12/01/11
http://berglandlab.uvadcos.io/dest_mapped/ER/ER.masked.sync.gz.tbi ,ER,ER.masked.sync.gz.tbi,Ethiopia.Debre Birhan.12/01/11
http://berglandlab.uvadcos.io/dest_mapped/FR/FR.masked.sync.gz ,FR,FR.masked.sync.gz,France.Lyon.07/01/10
http://berglandlab.uvadcos.io/dest_mapped/FR/FR.masked.sync.gz.tbi ,FR,FR.masked.sync.gz.tbi,France.Lyon.07/01/10
http://berglandlab.uvadcos.io/dest_mapped/GA/GA.masked.sync.gz ,GA,GA.masked.sync.gz,Gabon.Franceville.03/01/02
http://berglandlab.uvadcos.io/dest_mapped/GA/GA.masked.sync.gz.tbi ,GA,GA.masked.sync.gz.tbi,Gabon.Franceville.03/01/02
