http://berglandlab.uvadcos.io/dest_mapped/pipeline_output/AT_Mau_14_01/AT_Mau_14_01.mel.bam ,AT_Mau_14_01,AT_Mau_14_01.mel.bam,Austria.Mauternbach.07/20/14
http://berglandlab.uvadcos.io/dest_mapped/pipeline_output/AT_Mau_14_02/AT_Mau_14_02.mel.bam ,AT_Mau_14_02,AT_Mau_14_02.mel.bam,Austria.Mauternbach.10/19/14
http://berglandlab.uvadcos.io/dest_mapped/pipeline_output/AT_Mau_15_50/AT_Mau_15_50.mel.bam ,AT_Mau_15_50,AT_Mau_15_50.mel.bam,Austria.Mauternbach.07/20/15
http://berglandlab.uvadcos.io/dest_mapped/pipeline_output/AT_Mau_15_51/AT_Mau_15_51.mel.bam ,AT_Mau_15_51,AT_Mau_15_51.mel.bam,Austria.Mauternbach.10/19/15
http://berglandlab.uvadcos.io/dest_mapped/pipeline_output/AT_See_14_44/AT_See_14_44.mel.bam ,AT_See_14_44,AT_See_14_44.mel.bam,Austria.Seeboden.08/17/14
http://berglandlab.uvadcos.io/dest_mapped/pipeline_output/AT_See_16_1/AT_See_16_1.mel.bam ,AT_See_16_1,AT_See_16_1.mel.bam,Austria.Seeboden.08/01/16
http://berglandlab.uvadcos.io/dest_mapped/pipeline_output/AT_gr_12_fall/AT_gr_12_fall.mel.bam ,AT_gr_12_fall,AT_gr_12_fall.mel.bam,Austria.Gross-Enzersdorf.10/20/12
http://berglandlab.uvadcos.io/dest_mapped/pipeline_output/AT_gr_12_spring/AT_gr_12_spring.mel.bam ,AT_gr_12_spring,AT_gr_12_spring.mel.bam,Austria.Gross-Enzersdorf.08/03/12
http://berglandlab.uvadcos.io/dest_mapped/pipeline_output/BY_Bre_15_13/BY_Bre_15_13.mel.bam ,BY_Bre_15_13,BY_Bre_15_13.mel.bam,Belarus.Brest.09/11/15
http://berglandlab.uvadcos.io/dest_mapped/pipeline_output/CA_es_12_fall/CA_es_12_fall.mel.bam ,CA_es_12_fall,CA_es_12_fall.mel.bam,USA.Esparto.08/22/12
http://berglandlab.uvadcos.io/dest_mapped/pipeline_output/CA_es_12_frost/CA_es_12_frost.mel.bam ,CA_es_12_frost,CA_es_12_frost.mel.bam,USA.Esparto.11/20/12
http://berglandlab.uvadcos.io/dest_mapped/pipeline_output/CA_es_12_spring/CA_es_12_spring.mel.bam ,CA_es_12_spring,CA_es_12_spring.mel.bam,USA.Esparto.06/13/12
http://berglandlab.uvadcos.io/dest_mapped/pipeline_output/CA_es_13_fall/CA_es_13_fall.mel.bam ,CA_es_13_fall,CA_es_13_fall.mel.bam,USA.Esparto.09/01/13
